Time,Volts
1.92,0.957622308025621
1.94,1.81984336974417
1.96,-0.505260712346737
1.98,3.61173255389587
2,2.07957278758892
2.02,3.04914000660704
2.04,4.0561623291015
2.06,1.7029923050498
2.08,2.56695818907109
2.1,3.76915016669287
2.12,0.753680709910476
2.14,0.820819313443184
2.16,1.79979688995541
2.18,0.533686567178975
2.2,5.2706551964187
2.22,4.09358314318642
2.24,3.31321136333481
2.26,4.62842173823938
2.28,3.94293865773938
2.3,1.68885032520991
2.32,5.87674140785407
2.34,3.14622305978707
2.36,3.76046449692501
2.38,4.5371353181757
2.4,1.60815155938091
2.42,1.66618473695939
2.44,1.52515726683746
2.46,2.95293163043015
2.48,4.30313940761483
2.5,1.62778289144026
2.52,3.05148624496356
2.54,2.62462114848419
2.56,1.41365334712998
2.58,1.70802588873455
2.6,2.46966833783309
2.62,4.24426092766594
2.64,2.44688455580851
2.66,3.09237130272198
2.68,3.83705345877679
2.7,2.73542955316296
2.72,4.5723620014919
2.74,4.52067464248303
2.76,1.57684536404755
2.78,2.98394404248167
2.8,2.47275232098713
2.82,0.475689718161585
2.84,1.4260048262379
2.86,4.03468914704666
2.88,3.01115322217207
2.9,2.31453844282263
2.92,2.15452785039128
2.94,5.18508022646254
2.96,1.53255067063988
2.98,1.30616997394655
3,2.95418628161822
3.02,5.37716689148395
3.04,1.68243367091588
3.06,3.36182643016437
3.08,4.03121400945033
3.1,2.14906852300544
3.12,4.48342579258274
3.14,2.40974008002318
3.16,4.27989022050287
3.18,3.54786514793619
3.2,3.2373746575269
3.22,0.350218134003519
3.24,3.89712369266643
3.26,2.16354437895208
3.28,1.20265582867811
3.3,-0.220997847426563
3.32,3.33782123480038
3.34,3.55551596946559
3.36,0.179120933623367
3.38,3.07941154972172
3.4,1.94974508286555
3.42,3.32622795094666
3.44,0.330437709297228
3.46,3.77956976151839
3.48,2.466730712785
3.5,5.97689438974388
3.52,0.975172831273881
3.54,2.04728854879063
3.56,1.81807928964286
3.58,5.05217684472698
3.6,5.16347280570039
3.62,2.23149142515323
3.64,3.45358295255375
3.66,6.06872036928002
3.68,3.25989484266575
3.7,3.09947449101273
3.72,-0.0286597104725095
3.74,-0.635956336342431
3.76,4.95264060447869
3.78,5.91504860856358
3.8,3.39082122641959
3.82,2.44244034983077
3.84,2.13164737105786
3.86,4.55755089639732
3.88,5.78532673336148
3.9,4.59596933307526
3.92,5.06481684081746
3.94,3.98465777962535
3.96,-0.375869028436636
3.98,0.843874461407084
4,5.21677398663476
4.02,3.53674751897575
4.04,1.05549126216237
4.06,-0.267158641236089
4.08,4.51248587035729
4.1,1.27502353441513
4.12,1.7746689325273
4.14,3.22150207052245
4.16,3.8335292092094
4.18,4.66586897568457
4.2,2.21118764884555
4.22,3.25995506703282
4.24,1.79510228965831
4.26,2.5005022051909
4.28,3.96658819339164
4.3,3.90517448245467
4.32,5.05604553815691
4.34,3.56937666171042
4.36,3.33007637238143
4.38,1.10359807713665
4.4,2.29200162364189
4.42,2.22267308640386
4.44,1.69231430164107
4.46,7.46695451902069
4.48,2.51411381221864
4.5,5.97572182794669
4.52,3.56173029546375
4.54,4.1320739988228
4.56,3.01429548642384
4.58,3.42774242522416
4.6,2.94688526649531
4.62,2.03243017718848
4.64,4.02462062341948
4.66,1.90375419723251
4.68,0.0409642546367586
4.7,3.24759600273171
4.72,-0.539660855532047
4.74,4.96635314054191
4.76,4.572292560188
4.78,6.04019923027675
4.8,2.21093597514969
4.82,-1.10341972374919
4.84,4.6007817375409
4.86,2.64847502710117
4.88,5.33350317272319
4.9,7.37827302885313
4.92,3.72836570792235
4.94,2.2574465354898
4.96,2.66261644008011
4.98,4.19341795858892
5,2.167884247482
