# time_s,loadcell_V,current_V
0.773000,0.232744,2.823752
0.774000,0.229893,2.837775
0.775000,0.233139,2.820813
0.776000,0.231611,2.810114
0.777000,0.225158,2.796501
0.778000,0.232833,2.802562
0.779000,0.229199,2.845645
0.780000,0.227321,2.819144
0.781000,0.232382,2.816162
0.782000,0.229300,2.821576
0.783000,0.230918,2.801839
0.784000,0.233642,2.803252
0.785000,0.232917,2.824443
0.786000,0.230779,2.830184
0.787000,0.231918,2.812282
0.788000,0.228283,2.821511
0.789000,0.228020,2.813733
0.790000,0.230543,2.811155
0.791000,0.234203,2.813465
0.792000,0.231706,2.802546
0.793000,0.230598,2.831504
0.794000,0.227477,2.820513
0.795000,0.231113,2.837530
0.796000,0.231896,2.820807
0.797000,0.226767,2.818778
0.798000,0.229322,2.815400
0.799000,0.234311,2.818355
0.800000,0.223862,2.817677
0.801000,0.229953,2.824401
0.802000,0.227450,2.806852
0.803000,0.228579,2.806540
0.804000,0.226814,2.825353
0.805000,0.234089,2.833223
0.806000,0.225002,2.849530
0.807000,0.230398,2.811265
0.808000,0.232789,2.815427
0.809000,0.232819,2.827101
0.810000,0.228207,2.833297
0.811000,0.229551,2.789547
0.812000,0.231729,2.813106
0.813000,0.229179,2.804679
0.814000,0.232079,2.804956
0.815000,0.222621,2.806801
0.816000,0.231920,2.841821
0.817000,0.229215,2.814631
0.818000,0.228593,2.812950
0.819000,0.232975,2.781641
0.820000,0.226037,2.829280
0.821000,0.225542,2.847306
0.822000,0.233131,2.844547
0.823000,0.230087,2.844142
0.824000,0.224316,2.825506
0.825000,0.226549,2.805156
0.826000,0.227508,2.804221
0.827000,0.232187,2.836401
0.828000,0.227843,2.810000
0.829000,0.225662,2.830368
0.830000,0.226668,2.838942
0.831000,0.230388,2.819678
0.832000,0.225366,2.835048
0.833000,0.232769,2.865423
0.834000,0.228496,2.825519
0.835000,0.223614,2.808863
0.836000,0.224834,2.807045
0.837000,0.225773,2.855820
0.838000,0.233009,2.845398
0.839000,0.229251,2.834520
0.840000,0.226552,2.839674
0.841000,0.231755,2.843538
0.842000,0.232304,2.824512
0.843000,0.228351,2.804161
0.844000,0.228059,2.817024
0.845000,0.234537,2.816792
0.846000,0.227161,2.805710
0.847000,0.227455,2.804744
0.848000,0.223348,2.808569
0.849000,0.227693,2.816612
0.850000,0.231834,2.835059
0.851000,0.234806,2.798624
0.852000,0.228166,2.838081
0.853000,0.232694,2.815861
0.854000,0.226923,2.846583
0.855000,0.230811,2.810237
0.856000,0.233357,2.825288
0.857000,0.230541,2.811857
0.858000,0.230352,2.812042
0.859000,0.223871,2.823258
0.860000,0.230005,2.827391
0.861000,0.231066,2.818279
0.862000,0.231315,2.829205
0.863000,0.229384,2.836056
0.864000,0.226880,2.806821
0.865000,0.231953,2.801729
0.866000,0.228034,2.819474
0.867000,0.223393,2.840162
0.868000,0.227150,2.840954
0.869000,0.225473,2.828309
0.870000,0.227219,2.818394
0.871000,0.234436,2.823327
0.872000,0.228812,2.842574
0.873000,0.228293,2.825172
0.874000,0.229319,2.801861
0.875000,0.231970,2.795049
0.876000,0.227317,2.804348
0.877000,0.228721,2.816668
0.878000,0.231170,2.825481
0.879000,0.230287,2.826853
0.880000,0.226361,2.831266
0.881000,0.226341,2.789057
0.882000,0.234681,2.826486
0.883000,0.227477,2.815782
0.884000,0.229454,2.803671
0.885000,0.227815,2.816293
0.886000,0.225688,2.798171
0.887000,0.224959,2.851522
0.888000,0.230642,2.816558
0.889000,0.229933,2.828761
0.890000,0.233287,2.798215
0.891000,0.224982,2.835890
0.892000,0.230094,2.822621
0.893000,0.233170,2.823873
0.894000,0.229133,2.823657
0.895000,0.232971,2.811382
0.896000,0.229138,2.824689
0.897000,0.227668,2.823451
0.898000,0.226502,2.827413
0.899000,0.232549,2.811015
0.900000,0.233967,2.810041
0.901000,0.229182,2.807575
0.902000,0.228534,2.824863
0.903000,0.229793,2.807082
0.904000,0.231375,2.795023
0.905000,0.223458,2.813801
0.906000,0.227596,2.835695
0.907000,0.228411,2.817033
0.908000,0.235784,2.836598
0.909000,0.234384,2.773847
0.910000,0.227023,2.829278
0.911000,0.233305,2.834478
0.912000,0.229593,2.839703
0.913000,0.226937,2.815389
0.914000,0.233280,2.824151
0.915000,0.226646,2.806878
0.916000,0.232057,2.840672
0.917000,0.233582,2.818616
0.918000,0.229466,2.821377
0.919000,0.227094,2.818458
0.920000,0.233868,2.813655
0.921000,0.227913,2.815218
0.922000,0.231318,2.820316
0.923000,0.231631,2.825392
0.924000,0.231997,2.826486
0.925000,0.227551,2.829247
0.926000,0.228789,2.827236
0.927000,0.233879,2.819572
0.928000,0.230230,2.822098
0.929000,0.227954,2.816319
0.930000,0.228499,2.855746
