# time_s,loadcell_V,current_V
0.225000,0.150890,2.605699
0.226000,0.147216,2.609079
0.227000,0.153276,2.589551
0.228000,0.151244,2.590652
0.229000,0.143408,2.598435
0.230000,0.148724,2.616656
0.231000,0.145234,2.575225
0.232000,0.150491,2.591039
0.233000,0.154831,2.586075
0.234000,0.151410,2.611094
0.235000,0.154510,2.626181
0.236000,0.154430,2.605324
0.237000,0.150000,2.632741
0.238000,0.153092,2.605128
0.239000,0.146336,2.610689
0.240000,0.154860,2.602082
0.241000,0.154141,2.584395
0.242000,0.150170,2.605504
0.243000,0.149337,2.594078
0.244000,0.153101,2.590654
0.245000,0.152672,2.621178
0.246000,0.153316,2.615003
0.247000,0.146716,2.619091
0.248000,0.144465,2.617993
0.249000,0.151444,2.613128
0.250000,0.152005,2.615136
0.251000,0.149500,2.623556
0.252000,0.153857,2.602061
0.253000,0.148829,2.622079
0.254000,0.153246,2.617441
0.255000,0.152010,2.569156
0.256000,0.148558,2.591971
0.257000,0.150401,2.607846
0.258000,0.151691,2.624442
0.259000,0.151253,2.594667
0.260000,0.150190,2.585742
0.261000,0.152680,2.601702
0.262000,0.155867,2.611183
0.263000,0.149401,2.612372
0.264000,0.149791,2.592441
0.265000,0.149685,2.589242
0.266000,0.153162,2.590209
0.267000,0.150659,2.617999
0.268000,0.156116,2.620947
0.269000,0.156656,2.616498
0.270000,0.152141,2.610341
0.271000,0.149367,2.603153
0.272000,0.147878,2.591588
0.273000,0.150722,2.610743
0.274000,0.155588,2.580648
0.275000,0.149732,2.604155
0.276000,0.154039,2.629043
0.277000,0.149583,2.598776
0.278000,0.155072,2.611423
0.279000,0.152780,2.619435
0.280000,0.157812,2.591876
0.281000,0.149697,2.601831
0.282000,0.149743,2.597721
0.283000,0.149353,2.623029
0.284000,0.148584,2.609130
0.285000,0.154531,2.584587
0.286000,0.147336,2.592660
0.287000,0.156349,2.625139
0.288000,0.150343,2.622757
0.289000,0.151706,2.593325
0.290000,0.149641,2.606029
0.291000,0.149235,2.637828
0.292000,0.151297,2.593653
0.293000,0.156215,2.584079
0.294000,0.155844,2.609722
0.295000,0.156757,2.611352
0.296000,0.151356,2.580655
0.297000,0.150721,2.587242
0.298000,0.148029,2.611148
0.299000,0.149156,2.589621
0.300000,0.158689,2.610179
0.301000,0.151988,2.577360
0.302000,0.153506,2.580312
0.303000,0.152817,2.623888
0.304000,0.153609,2.604883
0.305000,0.151386,2.642002
0.306000,0.153537,2.580785
0.307000,0.152714,2.600689
0.308000,0.147911,2.596962
0.309000,0.158157,2.611574
0.310000,0.150206,2.599199
0.311000,0.149843,2.625255
0.312000,0.149895,2.586443
0.313000,0.154258,2.587268
0.314000,0.152706,2.611873
0.315000,0.147144,2.610027
0.316000,0.148481,2.623009
0.317000,0.155963,2.605047
0.318000,0.150586,2.603573
0.319000,0.152055,2.598516
0.320000,0.151929,2.589482
0.321000,0.149410,2.592036
0.322000,0.150840,2.607686
0.323000,0.152848,2.599925
0.324000,0.146989,2.599517
0.325000,0.153224,2.628329
0.326000,0.148502,2.587696
0.327000,0.147926,2.582610
0.328000,0.152345,2.628214
0.329000,0.152560,2.593783
0.330000,0.154188,2.611244
0.331000,0.155575,2.610237
0.332000,0.150409,2.589093
0.333000,0.150707,2.611318
0.334000,0.148909,2.584307
0.335000,0.152623,2.610489
0.336000,0.151515,2.602958
0.337000,0.145165,2.619169
0.338000,0.153233,2.607592
0.339000,0.150139,2.585214
0.340000,0.148423,2.602067
0.341000,0.149735,2.584701
0.342000,0.152689,2.610923
0.343000,0.145181,2.612409
0.344000,0.149683,2.614786
0.345000,0.151811,2.617732
0.346000,0.153566,2.613099
0.347000,0.151422,2.601561
0.348000,0.149872,2.587126
0.349000,0.150751,2.624035
0.350000,0.147511,2.592545
0.351000,0.153430,2.593782
0.352000,0.153216,2.628807
0.353000,0.156705,2.600479
0.354000,0.155791,2.585158
0.355000,0.152726,2.604760
0.356000,0.155606,2.601227
0.357000,0.153083,2.593173
0.358000,0.152692,2.592874
0.359000,0.155648,2.599532
0.360000,0.153547,2.606298
0.361000,0.158063,2.590936
0.362000,0.153188,2.596694
0.363000,0.150469,2.594771
0.364000,0.149381,2.602879
0.365000,0.151864,2.598759
0.366000,0.147121,2.605324
0.367000,0.151712,2.613902
0.368000,0.150251,2.607101
0.369000,0.151346,2.595967
0.370000,0.150818,2.589592
0.371000,0.149485,2.608563
0.372000,0.154075,2.619836
0.373000,0.143996,2.595444
0.374000,0.147638,2.597151
0.375000,0.152168,2.593058
0.376000,0.150016,2.617041
0.377000,0.146570,2.583219
0.378000,0.152172,2.602883
0.379000,0.148884,2.623204
0.380000,0.151569,2.611462
0.381000,0.151742,2.629509
0.382000,0.150165,2.597391
0.383000,0.151060,2.611935
0.384000,0.147686,2.604656
0.385000,0.149942,2.599305
0.386000,0.149210,2.601173
0.387000,0.151115,2.593631
0.388000,0.147713,2.590848
0.389000,0.149606,2.599795
0.390000,0.152787,2.609805
0.391000,0.149518,2.612641
0.392000,0.151468,2.579194
0.393000,0.155452,2.607878
0.394000,0.152429,2.619785
0.395000,0.151677,2.612825
0.396000,0.144340,2.603968
0.397000,0.155619,2.600699
0.398000,0.150581,2.606640
0.399000,0.150951,2.594667
0.400000,0.150842,2.567158
0.401000,0.150777,2.630454
0.402000,0.151899,2.626058
0.403000,0.154063,2.564389
0.404000,0.149692,2.598994
0.405000,0.151165,2.596092
0.406000,0.152703,2.605645
0.407000,0.148410,2.593524
0.408000,0.150087,2.583271
0.409000,0.154866,2.592402
0.410000,0.151301,2.599937
0.411000,0.150954,2.616513
0.412000,0.153847,2.608519
0.413000,0.155988,2.597642
0.414000,0.150368,2.612642
0.415000,0.152711,2.592676
0.416000,0.150541,2.620923
0.417000,0.150054,2.581346
0.418000,0.149526,2.627396
0.419000,0.153191,2.627530
0.420000,0.148144,2.597732
0.421000,0.152511,2.607623
0.422000,0.151257,2.609292
0.423000,0.154584,2.585768
0.424000,0.148938,2.615953
0.425000,0.150662,2.618718
0.426000,0.150255,2.595342
0.427000,0.150825,2.598571
0.428000,0.147354,2.580519
0.429000,0.151129,2.593414
0.430000,0.147724,2.607975
0.431000,0.156039,2.603683
0.432000,0.152398,2.613028
0.433000,0.144884,2.622371
0.434000,0.153235,2.587589
0.435000,0.155097,2.601634
0.436000,0.144241,2.617154
0.437000,0.148557,2.636689
0.438000,0.150885,2.598717
0.439000,0.149700,2.611225
0.440000,0.156377,2.592620
0.441000,0.153035,2.586431
0.442000,0.149375,2.591776
0.443000,0.155330,2.580765
0.444000,0.154040,2.606185
0.445000,0.146421,2.597728
0.446000,0.153072,2.614554
0.447000,0.152132,2.617524
0.448000,0.151409,2.605898
0.449000,0.153576,2.603035
0.450000,0.154026,2.609454
0.451000,0.148745,2.640900
0.452000,0.149310,2.594063
0.453000,0.153117,2.593988
0.454000,0.154845,2.634748
0.455000,0.149811,2.598239
0.456000,0.152695,2.606066
0.457000,0.146866,2.584337
0.458000,0.150262,2.624173
0.459000,0.153700,2.606478
0.460000,0.148223,2.612414
0.461000,0.151305,2.618261
0.462000,0.151351,2.607783
0.463000,0.152665,2.598736
0.464000,0.152706,2.621976
0.465000,0.151537,2.609395
0.466000,0.151004,2.605319
0.467000,0.148454,2.601211
0.468000,0.152420,2.607333
0.469000,0.149089,2.619518
0.470000,0.150090,2.596676
0.471000,0.152581,2.620782
0.472000,0.157511,2.626620
0.473000,0.151053,2.619625
0.474000,0.159725,2.604496
0.475000,0.152898,2.590955
0.476000,0.150019,2.595591
0.477000,0.155261,2.589589
0.478000,0.151419,2.621840
0.479000,0.150812,2.602034
0.480000,0.149106,2.596248
0.481000,0.152518,2.588805
0.482000,0.153079,2.608321
0.483000,0.150668,2.609946
0.484000,0.155586,2.613298
0.485000,0.149264,2.577200
0.486000,0.149374,2.599296
0.487000,0.150510,2.601874
0.488000,0.152615,2.595956
0.489000,0.150729,2.606888
0.490000,0.147323,2.624970
0.491000,0.152795,2.610258
0.492000,0.145749,2.581256
0.493000,0.152304,2.611756
0.494000,0.153756,2.569395
0.495000,0.152374,2.602517
0.496000,0.152604,2.603395
0.497000,0.153379,2.606561
0.498000,0.152698,2.608613
0.499000,0.150315,2.621705
0.500000,0.150830,2.602997
0.501000,0.149235,2.577205
0.502000,0.151448,2.605414
0.503000,0.155749,2.601477
0.504000,0.151184,2.571017
0.505000,0.150977,2.617587
0.506000,0.152733,2.604267
0.507000,0.151999,2.614189
0.508000,0.151055,2.602951
0.509000,0.149124,2.595281
0.510000,0.151676,2.588783
0.511000,0.152029,2.607347
0.512000,0.148744,2.602916
0.513000,0.147037,2.609495
0.514000,0.153486,2.593741
0.515000,0.150874,2.600037
0.516000,0.153468,2.616674
0.517000,0.148064,2.609063
0.518000,0.151017,2.606462
0.519000,0.151368,2.608900
0.520000,0.148515,2.618275
0.521000,0.151511,2.603941
0.522000,0.152483,2.621727
0.523000,0.153088,2.603458
0.524000,0.149457,2.605624
0.525000,0.155157,2.615313
0.526000,0.154622,2.611062
0.527000,0.151203,2.628305
0.528000,0.151959,2.597888
0.529000,0.145431,2.619509
0.530000,0.149921,2.615557
0.531000,0.152566,2.605315
0.532000,0.154862,2.615917
0.533000,0.150888,2.600319
0.534000,0.155671,2.629819
0.535000,0.156139,2.604158
0.536000,0.152401,2.610348
0.537000,0.150777,2.576868
0.538000,0.154565,2.622589
0.539000,0.150213,2.590527
0.540000,0.150541,2.595846
0.541000,0.151645,2.620423
0.542000,0.151459,2.598564
0.543000,0.149288,2.594945
0.544000,0.155892,2.583693
0.545000,0.147926,2.587218
0.546000,0.154998,2.611184
0.547000,0.152759,2.600731
0.548000,0.153646,2.616035
0.549000,0.150996,2.603383
0.550000,0.149162,2.632617
0.551000,0.147854,2.609141
0.552000,0.150915,2.630838
0.553000,0.153174,2.592577
0.554000,0.154259,2.608757
0.555000,0.148352,2.581643
0.556000,0.155012,2.609427
0.557000,0.143098,2.616180
0.558000,0.147631,2.607683
0.559000,0.149567,2.598812
0.560000,0.155797,2.619507
0.561000,0.150009,2.600019
0.562000,0.150330,2.617404
0.563000,0.151902,2.576182
0.564000,0.153545,2.602137
0.565000,0.155367,2.604808
0.566000,0.151865,2.580350
0.567000,0.155590,2.607180
0.568000,0.148464,2.603031
0.569000,0.151650,2.598932
0.570000,0.153707,2.621658
0.571000,0.151672,2.610373
0.572000,0.153217,2.588975
0.573000,0.150973,2.594800
0.574000,0.148866,2.608796
0.575000,0.149158,2.584645
0.576000,0.151555,2.621114
0.577000,0.152541,2.599973
0.578000,0.151753,2.610554
0.579000,0.153470,2.636098
0.580000,0.154752,2.608797
0.581000,0.151757,2.638564
0.582000,0.153204,2.621953
0.583000,0.148570,2.611958
0.584000,0.153935,2.613843
0.585000,0.152082,2.597334
0.586000,0.145231,2.623615
0.587000,0.143032,2.607012
0.588000,0.152143,2.586944
0.589000,0.152967,2.606214
0.590000,0.153710,2.611185
0.591000,0.152100,2.601955
0.592000,0.145331,2.625049
0.593000,0.151508,2.625514
0.594000,0.151179,2.601700
0.595000,0.156667,2.623858
0.596000,0.154720,2.597986
0.597000,0.156052,2.594079
0.598000,0.148284,2.626029
0.599000,0.147455,2.587889
0.600000,0.151638,2.598117
0.601000,0.154268,2.613535
0.602000,0.147020,2.602458
0.603000,0.154980,2.609713
0.604000,0.148390,2.604331
0.605000,0.156087,2.610412
0.606000,0.148086,2.587765
0.607000,0.152389,2.614025
0.608000,0.151482,2.597184
0.609000,0.153050,2.585383
0.610000,0.152184,2.569154
0.611000,0.145447,2.617614
0.612000,0.149660,2.613721
0.613000,0.152172,2.607585
0.614000,0.150004,2.596266
0.615000,0.153222,2.614454
0.616000,0.150205,2.607616
0.617000,0.152835,2.588381
0.618000,0.155284,2.582153
0.619000,0.153841,2.613987
0.620000,0.149923,2.593968
0.621000,0.149217,2.589140
0.622000,0.156005,2.570578
0.623000,0.148101,2.630133
0.624000,0.149517,2.621146
0.625000,0.152641,2.613872
0.626000,0.152818,2.612407
0.627000,0.147975,2.587209
0.628000,0.157416,2.605961
0.629000,0.152132,2.625190
0.630000,0.149890,2.581950
0.631000,0.148187,2.599120
0.632000,0.154469,2.596507
0.633000,0.155151,2.601799
0.634000,0.157314,2.601983
0.635000,0.147490,2.584567
0.636000,0.152444,2.608239
0.637000,0.148970,2.580251
0.638000,0.152383,2.599141
0.639000,0.151587,2.597398
0.640000,0.150900,2.587413
0.641000,0.154204,2.605043
0.642000,0.151961,2.589436
0.643000,0.152615,2.582421
0.644000,0.157005,2.574617
0.645000,0.150950,2.608561
0.646000,0.155937,2.600919
0.647000,0.151268,2.603053
0.648000,0.153306,2.612504
0.649000,0.151467,2.585936
0.650000,0.153523,2.601459
0.651000,0.151392,2.600964
0.652000,0.150999,2.567564
0.653000,0.149462,2.617612
0.654000,0.148961,2.610819
0.655000,0.150523,2.600216
0.656000,0.151638,2.626986
0.657000,0.151343,2.621795
0.658000,0.154680,2.618648
0.659000,0.151586,2.601665
0.660000,0.152292,2.615804
0.661000,0.153128,2.618180
0.662000,0.150965,2.593309
0.663000,0.152671,2.579899
0.664000,0.150095,2.617302
0.665000,0.146935,2.611168
0.666000,0.151677,2.603801
0.667000,0.149339,2.593825
0.668000,0.153799,2.592856
0.669000,0.149968,2.622066
0.670000,0.150994,2.630660
0.671000,0.151132,2.609632
0.672000,0.147596,2.596144
0.673000,0.146311,2.598170
0.674000,0.144639,2.617096
0.675000,0.150900,2.610241
0.676000,0.153506,2.581658
0.677000,0.153419,2.629487
0.678000,0.155046,2.607736
0.679000,0.156320,2.603056
0.680000,0.153482,2.607774
0.681000,0.157503,2.599173
0.682000,0.148518,2.602828
0.683000,0.154106,2.608433
0.684000,0.154588,2.602540
0.685000,0.153147,2.626450
0.686000,0.149688,2.655673
0.687000,0.149237,2.646266
0.688000,0.153022,2.619277
0.689000,0.153751,2.598354
0.690000,0.155508,2.617294
0.691000,0.148535,2.633421
0.692000,0.149366,2.609306
0.693000,0.152638,2.598561
0.694000,0.153743,2.615020
0.695000,0.150204,2.589500
0.696000,0.147617,2.608916
0.697000,0.155570,2.609335
0.698000,0.147812,2.608493
0.699000,0.152476,2.625012
0.700000,0.154874,2.645661
0.701000,0.157921,2.630001
0.702000,0.154189,2.613085
0.703000,0.151948,2.588306
0.704000,0.152249,2.591163
0.705000,0.147135,2.621137
0.706000,0.152416,2.617960
0.707000,0.150733,2.599631
0.708000,0.153546,2.628798
0.709000,0.153316,2.601178
0.710000,0.148885,2.590009
0.711000,0.148009,2.611073
0.712000,0.152604,2.568276
0.713000,0.144941,2.608413
0.714000,0.145228,2.613607
0.715000,0.157770,2.597641
0.716000,0.155343,2.606663
0.717000,0.152776,2.602138
0.718000,0.150256,2.588199
0.719000,0.150139,2.627304
0.720000,0.153204,2.574263
0.721000,0.154622,2.565092
0.722000,0.153067,2.600936
0.723000,0.159532,2.601866
0.724000,0.150647,2.620416
0.725000,0.153751,2.611653
0.726000,0.155415,2.596720
0.727000,0.148878,2.587746
0.728000,0.155600,2.620337
0.729000,0.156387,2.581551
0.730000,0.153548,2.591996
0.731000,0.152360,2.620784
0.732000,0.147630,2.593062
0.733000,0.153863,2.593174
0.734000,0.152582,2.599232
0.735000,0.149259,2.601419
0.736000,0.152225,2.605241
0.737000,0.146401,2.604699
0.738000,0.156121,2.570640
0.739000,0.155402,2.591567
0.740000,0.152641,2.615495
0.741000,0.153395,2.597787
0.742000,0.153049,2.605064
0.743000,0.155794,2.581084
0.744000,0.150749,2.617999
0.745000,0.147987,2.612891
0.746000,0.150921,2.588960
0.747000,0.150265,2.600867
0.748000,0.150691,2.627997
0.749000,0.155195,2.617338
0.750000,0.153781,2.569800
0.751000,0.148958,2.590667
0.752000,0.148093,2.590429
0.753000,0.156784,2.600861
0.754000,0.149368,2.605159
0.755000,0.150308,2.609150
0.756000,0.153826,2.594298
0.757000,0.149233,2.621890
0.758000,0.152269,2.629532
0.759000,0.153393,2.596065
0.760000,0.148235,2.613318
0.761000,0.154225,2.599238
0.762000,0.150364,2.582731
0.763000,0.147524,2.618833
0.764000,0.150508,2.590954
0.765000,0.150458,2.597605
0.766000,0.150135,2.602342
0.767000,0.150026,2.605661
0.768000,0.156534,2.616503
0.769000,0.147760,2.593482
0.770000,0.150798,2.584648
0.771000,0.152822,2.607126
0.772000,0.151081,2.596940
0.773000,0.153153,2.603768
0.774000,0.150870,2.597756
0.775000,0.153297,2.623223
0.776000,0.155230,2.624683
0.777000,0.150420,2.584410
0.778000,0.144587,2.608064
0.779000,0.153221,2.595252
0.780000,0.149443,2.597817
0.781000,0.151017,2.600814
0.782000,0.156075,2.617859
0.783000,0.152285,2.610679
0.784000,0.160103,2.577989
0.785000,0.146928,2.581356
0.786000,0.152125,2.607518
0.787000,0.148868,2.598686
0.788000,0.153084,2.594861
0.789000,0.153114,2.621471
0.790000,0.152628,2.626005
0.791000,0.149702,2.617894
0.792000,0.156210,2.605817
0.793000,0.150413,2.612752
0.794000,0.150557,2.619013
0.795000,0.155359,2.592470
0.796000,0.153503,2.578553
0.797000,0.153665,2.600152
0.798000,0.149741,2.602192
0.799000,0.153164,2.583809
0.800000,0.154372,2.592048
0.801000,0.152491,2.589815
0.802000,0.153506,2.635131
0.803000,0.151995,2.594933
0.804000,0.155850,2.595310
0.805000,0.155562,2.582949
0.806000,0.150851,2.611660
0.807000,0.151947,2.603566
0.808000,0.149351,2.595332
0.809000,0.152808,2.610217
0.810000,0.149477,2.613566
0.811000,0.153868,2.605502
0.812000,0.144750,2.599461
0.813000,0.148344,2.596608
0.814000,0.156185,2.569070
0.815000,0.154109,2.611950
0.816000,0.152886,2.610184
0.817000,0.151169,2.634675
0.818000,0.154835,2.637295
0.819000,0.150747,2.594032
0.820000,0.152799,2.616524
0.821000,0.154112,2.596343
0.822000,0.151425,2.583705
0.823000,0.153838,2.597957
0.824000,0.150737,2.614335
0.825000,0.151796,2.624076
0.826000,0.153094,2.587543
0.827000,0.150122,2.626838
0.828000,0.154019,2.610507
0.829000,0.151691,2.619305
0.830000,0.156585,2.605479
0.831000,0.147652,2.595522
0.832000,0.148640,2.607171
0.833000,0.148203,2.598735
0.834000,0.146611,2.608546
0.835000,0.148058,2.604926
0.836000,0.154854,2.583618
0.837000,0.158775,2.607804
0.838000,0.149824,2.632747
0.839000,0.151445,2.654294
0.840000,0.152557,2.606595
0.841000,0.148167,2.589409
0.842000,0.148444,2.615454
0.843000,0.151995,2.584422
0.844000,0.153039,2.610053
0.845000,0.149947,2.589214
0.846000,0.145991,2.619724
0.847000,0.151507,2.637267
0.848000,0.152880,2.596980
0.849000,0.152416,2.636591
0.850000,0.154497,2.628297
0.851000,0.152476,2.609674
0.852000,0.151358,2.617016
0.853000,0.153843,2.561516
0.854000,0.153938,2.601992
0.855000,0.149119,2.602825
0.856000,0.157294,2.585130
0.857000,0.156343,2.603329
0.858000,0.155245,2.617165
0.859000,0.150064,2.604389
0.860000,0.151932,2.585127
0.861000,0.149683,2.596473
0.862000,0.148228,2.604198
0.863000,0.151168,2.619110
0.864000,0.150366,2.615914
0.865000,0.155092,2.598134
0.866000,0.150897,2.603399
0.867000,0.155410,2.616008
0.868000,0.150836,2.623835
0.869000,0.154784,2.599669
0.870000,0.155262,2.597969
0.871000,0.156328,2.618379
0.872000,0.150679,2.613421
0.873000,0.152700,2.589734
0.874000,0.144657,2.616138
0.875000,0.147356,2.601107
0.876000,0.149818,2.600076
0.877000,0.146437,2.597978
0.878000,0.155820,2.606190
0.879000,0.154195,2.617836
0.880000,0.148247,2.615058
0.881000,0.153396,2.619432
0.882000,0.146872,2.627430
0.883000,0.152223,2.610171
0.884000,0.149707,2.610104
0.885000,0.146937,2.587650
0.886000,0.148669,2.628992
0.887000,0.142960,2.622169
0.888000,0.147449,2.627947
0.889000,0.152518,2.600674
0.890000,0.148035,2.580767
0.891000,0.152120,2.613059
0.892000,0.150664,2.590216
0.893000,0.152659,2.587712
0.894000,0.146782,2.603197
0.895000,0.148949,2.593188
0.896000,0.150813,2.597083
0.897000,0.153735,2.619049
0.898000,0.150031,2.605048
0.899000,0.155184,2.610696
0.900000,0.152447,2.615337
0.901000,0.153233,2.608101
0.902000,0.150237,2.591286
0.903000,0.150823,2.616981
0.904000,0.146049,2.590269
0.905000,0.151410,2.594181
0.906000,0.146807,2.590523
0.907000,0.151061,2.641479
0.908000,0.151990,2.598326
0.909000,0.150966,2.590983
0.910000,0.149843,2.607113
0.911000,0.143690,2.603750
0.912000,0.150980,2.599816
0.913000,0.151619,2.589064
0.914000,0.152251,2.627469
0.915000,0.150063,2.624538
0.916000,0.162075,2.606970
0.917000,0.146078,2.622196
0.918000,0.156317,2.595648
0.919000,0.155004,2.603335
0.920000,0.145136,2.583181
0.921000,0.156173,2.597536
0.922000,0.152274,2.595308
0.923000,0.151472,2.615842
0.924000,0.153343,2.614073
0.925000,0.152473,2.592990
0.926000,0.147257,2.608854
0.927000,0.154238,2.628661
0.928000,0.153326,2.634296
0.929000,0.147640,2.592084
0.930000,0.152807,2.580853
