# time_s,loadcell_V,current_V
0.257000,0.128934,2.583420
0.258000,0.131965,2.562671
0.259000,0.126063,2.570424
0.260000,0.130230,2.572501
0.261000,0.130049,2.563550
0.262000,0.132175,2.560639
0.263000,0.133014,2.552311
0.264000,0.130347,2.565032
0.265000,0.127326,2.560646
0.266000,0.128235,2.565863
0.267000,0.125950,2.567836
0.268000,0.130363,2.577639
0.269000,0.129076,2.538796
0.270000,0.128761,2.549753
0.271000,0.129343,2.522066
0.272000,0.124737,2.569747
0.273000,0.128072,2.562608
0.274000,0.126348,2.578843
0.275000,0.127453,2.577085
0.276000,0.124214,2.565034
0.277000,0.131146,2.580099
0.278000,0.121519,2.587055
0.279000,0.131591,2.546512
0.280000,0.126024,2.584905
0.281000,0.128365,2.598055
0.282000,0.124972,2.578370
0.283000,0.126488,2.583502
0.284000,0.128885,2.568072
0.285000,0.128439,2.554540
0.286000,0.129611,2.544632
0.287000,0.123987,2.564148
0.288000,0.127864,2.548697
0.289000,0.130458,2.556609
0.290000,0.126103,2.577195
0.291000,0.126972,2.543886
0.292000,0.129558,2.563252
0.293000,0.126913,2.563299
0.294000,0.126564,2.561918
0.295000,0.125732,2.592747
0.296000,0.126798,2.569753
0.297000,0.122673,2.552741
0.298000,0.129195,2.569991
0.299000,0.130209,2.571709
0.300000,0.136896,2.528828
0.301000,0.132321,2.550149
0.302000,0.128459,2.603859
0.303000,0.130887,2.557298
0.304000,0.129330,2.548528
0.305000,0.126954,2.564122
0.306000,0.124379,2.564982
0.307000,0.128598,2.536766
0.308000,0.129362,2.518926
0.309000,0.130260,2.547739
0.310000,0.128761,2.577815
0.311000,0.128652,2.564017
0.312000,0.126754,2.564001
0.313000,0.133711,2.540661
0.314000,0.129920,2.557124
0.315000,0.126480,2.551429
0.316000,0.131811,2.578061
0.317000,0.130275,2.564708
0.318000,0.126557,2.554844
0.319000,0.130147,2.539583
0.320000,0.125815,2.572287
0.321000,0.127454,2.547112
0.322000,0.133093,2.587863
0.323000,0.130252,2.552435
0.324000,0.132279,2.559525
0.325000,0.136731,2.543768
0.326000,0.129274,2.554821
0.327000,0.126289,2.557165
0.328000,0.128448,2.582602
0.329000,0.129860,2.562067
0.330000,0.127998,2.561650
0.331000,0.129540,2.536385
0.332000,0.126639,2.545124
0.333000,0.131708,2.562817
0.334000,0.128193,2.561500
0.335000,0.130088,2.551380
0.336000,0.129299,2.572088
0.337000,0.130714,2.566602
0.338000,0.130916,2.573132
0.339000,0.132965,2.536782
0.340000,0.126315,2.568120
0.341000,0.127646,2.575752
0.342000,0.129364,2.580485
0.343000,0.130195,2.555498
0.344000,0.139288,2.558027
0.345000,0.128960,2.549286
0.346000,0.129513,2.554236
0.347000,0.127928,2.572030
0.348000,0.125555,2.588850
0.349000,0.126515,2.552070
0.350000,0.130317,2.579297
0.351000,0.126937,2.560335
0.352000,0.126915,2.543651
0.353000,0.124285,2.543856
0.354000,0.130415,2.575096
0.355000,0.127449,2.565893
0.356000,0.132479,2.556830
0.357000,0.131250,2.545978
0.358000,0.127440,2.589733
0.359000,0.125694,2.559039
0.360000,0.122000,2.572161
0.361000,0.129799,2.548229
0.362000,0.133994,2.559643
0.363000,0.125996,2.563867
0.364000,0.128430,2.554191
0.365000,0.125844,2.550753
0.366000,0.128955,2.564186
0.367000,0.129148,2.564440
0.368000,0.128050,2.541272
0.369000,0.130126,2.530821
0.370000,0.133281,2.559877
0.371000,0.133131,2.550390
0.372000,0.131148,2.553500
0.373000,0.129100,2.567301
0.374000,0.127964,2.546331
0.375000,0.132709,2.566205
0.376000,0.130597,2.586103
0.377000,0.128067,2.554532
0.378000,0.126913,2.574842
0.379000,0.131468,2.591020
0.380000,0.131139,2.561882
0.381000,0.121660,2.583116
0.382000,0.130497,2.576230
0.383000,0.133422,2.571738
0.384000,0.129226,2.579764
0.385000,0.129125,2.570332
0.386000,0.123940,2.572587
0.387000,0.125350,2.549626
0.388000,0.125227,2.556744
0.389000,0.122587,2.580891
0.390000,0.129316,2.547068
0.391000,0.129524,2.557176
0.392000,0.124106,2.577865
0.393000,0.125014,2.559741
0.394000,0.126816,2.573795
0.395000,0.127271,2.538273
0.396000,0.124789,2.538074
0.397000,0.132723,2.573170
0.398000,0.128326,2.520005
0.399000,0.129014,2.559162
0.400000,0.125215,2.549529
0.401000,0.124738,2.558210
0.402000,0.132602,2.567208
0.403000,0.129862,2.562334
0.404000,0.126898,2.602626
0.405000,0.127666,2.573427
0.406000,0.125331,2.574856
0.407000,0.127717,2.577914
0.408000,0.127621,2.583485
0.409000,0.128984,2.587544
0.410000,0.127596,2.585790
0.411000,0.125466,2.551775
0.412000,0.130228,2.587218
0.413000,0.125767,2.561945
0.414000,0.132919,2.561045
0.415000,0.128409,2.583393
0.416000,0.130668,2.549979
0.417000,0.131648,2.560822
0.418000,0.133983,2.546265
0.419000,0.132303,2.568685
0.420000,0.133010,2.590858
0.421000,0.127520,2.553044
0.422000,0.125475,2.594429
0.423000,0.131515,2.553849
0.424000,0.126374,2.569671
0.425000,0.128483,2.564832
0.426000,0.130716,2.556677
0.427000,0.130507,2.564216
0.428000,0.130847,2.582440
0.429000,0.130128,2.579538
0.430000,0.132467,2.539151
0.431000,0.128905,2.565754
0.432000,0.127805,2.564988
0.433000,0.130114,2.543061
0.434000,0.131026,2.565955
0.435000,0.130691,2.546851
0.436000,0.125910,2.573493
0.437000,0.124859,2.564334
0.438000,0.126899,2.560756
0.439000,0.132356,2.566134
0.440000,0.130129,2.554886
0.441000,0.133759,2.545920
0.442000,0.119744,2.580765
0.443000,0.129887,2.544396
0.444000,0.121291,2.561382
0.445000,0.129159,2.545112
0.446000,0.126676,2.547061
0.447000,0.129677,2.556349
0.448000,0.129205,2.586496
0.449000,0.128279,2.603297
0.450000,0.124336,2.560183
0.451000,0.130141,2.566659
0.452000,0.128696,2.552437
0.453000,0.120947,2.566526
0.454000,0.134980,2.551542
0.455000,0.128029,2.545038
0.456000,0.127947,2.547669
0.457000,0.127942,2.569845
0.458000,0.126320,2.556136
0.459000,0.126977,2.574827
0.460000,0.127836,2.551277
0.461000,0.129756,2.573859
0.462000,0.129834,2.581406
0.463000,0.125535,2.536781
0.464000,0.128866,2.565251
0.465000,0.134020,2.563207
0.466000,0.133013,2.553350
0.467000,0.126669,2.600198
0.468000,0.127836,2.544335
0.469000,0.131455,2.563158
0.470000,0.130239,2.569385
0.471000,0.129757,2.558946
0.472000,0.131663,2.581101
0.473000,0.123478,2.572218
0.474000,0.127441,2.542391
0.475000,0.125981,2.546640
0.476000,0.121752,2.584058
0.477000,0.129700,2.569738
0.478000,0.131722,2.585926
0.479000,0.129388,2.543443
0.480000,0.123847,2.594270
0.481000,0.123493,2.545565
0.482000,0.129600,2.556499
0.483000,0.131171,2.555506
0.484000,0.129645,2.554437
0.485000,0.125804,2.559337
0.486000,0.128630,2.571899
0.487000,0.129892,2.550379
0.488000,0.128013,2.553889
0.489000,0.127825,2.553882
0.490000,0.127975,2.570332
0.491000,0.131162,2.561230
0.492000,0.128790,2.595385
0.493000,0.124191,2.540651
0.494000,0.127023,2.548278
0.495000,0.131003,2.553262
0.496000,0.125732,2.547799
0.497000,0.130288,2.556373
0.498000,0.124380,2.563080
0.499000,0.132331,2.529492
0.500000,0.127604,2.580737
0.501000,0.131178,2.553085
0.502000,0.123615,2.548474
0.503000,0.127909,2.568607
0.504000,0.130737,2.536858
0.505000,0.127247,2.546774
0.506000,0.132984,2.582342
0.507000,0.126213,2.558555
0.508000,0.122389,2.548199
0.509000,0.126856,2.580786
0.510000,0.128169,2.567141
0.511000,0.133900,2.542804
0.512000,0.133980,2.540817
0.513000,0.127264,2.550794
0.514000,0.128970,2.577045
0.515000,0.130942,2.565360
0.516000,0.129614,2.576098
0.517000,0.130441,2.554699
0.518000,0.135679,2.559634
0.519000,0.135463,2.591934
0.520000,0.126326,2.545284
0.521000,0.127024,2.551404
0.522000,0.130627,2.555650
0.523000,0.125475,2.573410
0.524000,0.127964,2.557455
0.525000,0.127384,2.559241
0.526000,0.128982,2.559887
0.527000,0.127165,2.550054
0.528000,0.125809,2.574330
0.529000,0.130659,2.573955
0.530000,0.125444,2.584221
0.531000,0.131280,2.554818
0.532000,0.126562,2.572934
0.533000,0.136139,2.561317
0.534000,0.134053,2.562088
0.535000,0.128868,2.557043
0.536000,0.127871,2.537554
0.537000,0.124954,2.547676
0.538000,0.133088,2.567882
0.539000,0.129384,2.565517
0.540000,0.129753,2.549665
0.541000,0.126032,2.560272
0.542000,0.126218,2.557169
0.543000,0.125539,2.560625
0.544000,0.124487,2.551874
0.545000,0.127828,2.556454
0.546000,0.126170,2.574880
0.547000,0.133875,2.564048
0.548000,0.125318,2.555604
0.549000,0.130201,2.551386
0.550000,0.131180,2.570090
0.551000,0.128758,2.553782
0.552000,0.129544,2.546017
0.553000,0.127845,2.559543
0.554000,0.130190,2.583658
0.555000,0.126612,2.559916
0.556000,0.131099,2.557077
0.557000,0.131446,2.580125
0.558000,0.130555,2.557395
0.559000,0.126052,2.556799
0.560000,0.124660,2.571312
0.561000,0.131843,2.571324
0.562000,0.126866,2.571209
0.563000,0.131965,2.566615
0.564000,0.129260,2.570409
0.565000,0.122045,2.547372
0.566000,0.129292,2.556590
0.567000,0.132256,2.548823
0.568000,0.125703,2.585027
0.569000,0.129391,2.572774
0.570000,0.128789,2.560895
0.571000,0.127359,2.533385
0.572000,0.130759,2.576240
0.573000,0.126211,2.585461
0.574000,0.127480,2.571362
0.575000,0.125700,2.565271
0.576000,0.125278,2.541594
0.577000,0.134291,2.578833
0.578000,0.129335,2.555288
0.579000,0.129633,2.567342
0.580000,0.129971,2.544280
0.581000,0.128212,2.567733
0.582000,0.124356,2.577184
0.583000,0.131391,2.574764
0.584000,0.125678,2.548947
0.585000,0.123318,2.563312
0.586000,0.129038,2.537652
0.587000,0.131234,2.548903
0.588000,0.127696,2.567990
0.589000,0.133786,2.550656
0.590000,0.131876,2.543574
0.591000,0.123909,2.552552
0.592000,0.123828,2.557232
0.593000,0.131109,2.553157
0.594000,0.131266,2.581541
0.595000,0.126400,2.533746
0.596000,0.130831,2.563931
0.597000,0.123131,2.548847
0.598000,0.130279,2.593508
0.599000,0.131083,2.572074
0.600000,0.133645,2.579806
0.601000,0.126074,2.570108
0.602000,0.129025,2.568029
0.603000,0.129530,2.545958
0.604000,0.130195,2.584105
0.605000,0.127389,2.557833
0.606000,0.131242,2.562280
0.607000,0.131431,2.562572
0.608000,0.124845,2.546548
0.609000,0.126335,2.572972
0.610000,0.127871,2.553536
0.611000,0.131380,2.587029
0.612000,0.131378,2.557076
0.613000,0.126585,2.564592
0.614000,0.128076,2.569588
0.615000,0.127525,2.568149
0.616000,0.129605,2.589404
0.617000,0.127491,2.565899
0.618000,0.125432,2.571588
0.619000,0.131634,2.595173
0.620000,0.129206,2.565110
0.621000,0.127136,2.571172
0.622000,0.129183,2.534573
0.623000,0.132531,2.549558
0.624000,0.128917,2.562100
0.625000,0.127374,2.555513
0.626000,0.127548,2.570172
0.627000,0.128569,2.552332
0.628000,0.126172,2.573209
0.629000,0.128465,2.558303
0.630000,0.126829,2.567095
0.631000,0.129658,2.566002
0.632000,0.128621,2.587051
0.633000,0.132210,2.540159
0.634000,0.128840,2.577488
0.635000,0.129738,2.561536
0.636000,0.127848,2.550196
0.637000,0.127515,2.549844
0.638000,0.127321,2.556569
0.639000,0.127649,2.551327
0.640000,0.126049,2.597061
0.641000,0.130199,2.537980
0.642000,0.125757,2.547678
0.643000,0.129138,2.566065
0.644000,0.123984,2.588986
0.645000,0.128041,2.571054
0.646000,0.133322,2.564010
0.647000,0.129871,2.559926
0.648000,0.124319,2.569624
0.649000,0.126317,2.548064
0.650000,0.123037,2.571809
0.651000,0.124306,2.562369
0.652000,0.131559,2.577931
0.653000,0.127702,2.565075
0.654000,0.128034,2.555667
0.655000,0.132609,2.518757
0.656000,0.130118,2.568773
0.657000,0.123493,2.565829
0.658000,0.127042,2.563432
0.659000,0.127800,2.550817
0.660000,0.130282,2.570953
0.661000,0.126013,2.580182
0.662000,0.134266,2.569599
0.663000,0.126709,2.555073
0.664000,0.124143,2.555359
0.665000,0.127193,2.579126
0.666000,0.131933,2.550302
0.667000,0.128428,2.563808
0.668000,0.130392,2.549157
0.669000,0.131896,2.568733
0.670000,0.133968,2.535540
0.671000,0.132871,2.545437
0.672000,0.127870,2.565503
0.673000,0.122141,2.537123
0.674000,0.124821,2.556272
0.675000,0.126635,2.574589
0.676000,0.128283,2.526310
0.677000,0.128750,2.565043
0.678000,0.128814,2.579954
0.679000,0.129859,2.562638
0.680000,0.125908,2.561046
0.681000,0.124217,2.578124
0.682000,0.125559,2.590052
0.683000,0.132191,2.567611
0.684000,0.122845,2.563031
0.685000,0.127474,2.597365
0.686000,0.127686,2.586659
0.687000,0.128015,2.561850
0.688000,0.127866,2.564489
0.689000,0.125712,2.560396
0.690000,0.124992,2.527396
0.691000,0.128629,2.575315
0.692000,0.129453,2.551349
0.693000,0.130915,2.562513
0.694000,0.123863,2.557937
0.695000,0.128524,2.535337
0.696000,0.125713,2.539620
0.697000,0.129118,2.532326
0.698000,0.126800,2.566487
0.699000,0.128066,2.595981
0.700000,0.125099,2.587669
0.701000,0.126912,2.552871
0.702000,0.127217,2.571906
0.703000,0.127589,2.547449
0.704000,0.127317,2.567701
0.705000,0.133224,2.553914
0.706000,0.125715,2.557148
0.707000,0.127947,2.551580
0.708000,0.126341,2.553312
0.709000,0.127838,2.555518
0.710000,0.126653,2.557841
0.711000,0.129916,2.582615
0.712000,0.134671,2.566072
0.713000,0.128118,2.535397
0.714000,0.126942,2.557008
0.715000,0.126849,2.552174
0.716000,0.128339,2.551983
0.717000,0.128398,2.548470
0.718000,0.129160,2.573488
0.719000,0.132617,2.564282
0.720000,0.132075,2.614215
0.721000,0.127230,2.581572
0.722000,0.127004,2.556514
0.723000,0.127822,2.551234
0.724000,0.128423,2.569952
0.725000,0.125569,2.550132
0.726000,0.125197,2.566137
0.727000,0.127179,2.567862
0.728000,0.134257,2.554344
0.729000,0.131962,2.576060
0.730000,0.136356,2.585733
0.731000,0.129100,2.578814
0.732000,0.125747,2.552537
0.733000,0.132579,2.564229
0.734000,0.127645,2.566835
0.735000,0.130043,2.585763
0.736000,0.124913,2.535424
0.737000,0.129958,2.554391
0.738000,0.129462,2.581281
0.739000,0.130224,2.576770
0.740000,0.127707,2.571226
0.741000,0.130328,2.548160
0.742000,0.128964,2.576386
0.743000,0.128125,2.576116
0.744000,0.134211,2.584243
0.745000,0.128992,2.571191
0.746000,0.125678,2.563749
0.747000,0.133608,2.558009
0.748000,0.133242,2.555286
0.749000,0.129734,2.546327
0.750000,0.122280,2.561621
0.751000,0.129928,2.578636
0.752000,0.133273,2.572506
0.753000,0.135180,2.584993
0.754000,0.127838,2.616251
0.755000,0.121842,2.567157
0.756000,0.131292,2.541040
0.757000,0.129920,2.559448
0.758000,0.130932,2.563143
0.759000,0.130515,2.576291
0.760000,0.132176,2.567627
0.761000,0.129253,2.584332
0.762000,0.128855,2.555823
0.763000,0.127080,2.569053
0.764000,0.126102,2.559811
0.765000,0.134292,2.550700
0.766000,0.126212,2.554221
0.767000,0.130491,2.594924
0.768000,0.120918,2.558981
0.769000,0.128308,2.549338
0.770000,0.125465,2.564587
0.771000,0.131170,2.563969
0.772000,0.130220,2.552973
0.773000,0.125610,2.559494
0.774000,0.127072,2.562884
0.775000,0.124638,2.571102
0.776000,0.131611,2.583899
0.777000,0.134303,2.554081
0.778000,0.126158,2.569789
0.779000,0.130014,2.556289
0.780000,0.126426,2.560192
0.781000,0.132271,2.538131
0.782000,0.127663,2.558187
0.783000,0.126455,2.580998
0.784000,0.124804,2.571157
0.785000,0.127459,2.548802
0.786000,0.129299,2.590289
0.787000,0.130850,2.558349
0.788000,0.133386,2.567412
0.789000,0.127788,2.557698
0.790000,0.125224,2.571736
0.791000,0.124136,2.553069
0.792000,0.130588,2.576745
0.793000,0.124832,2.595940
0.794000,0.128307,2.572055
0.795000,0.129961,2.551023
0.796000,0.129923,2.564133
0.797000,0.135221,2.560985
0.798000,0.130364,2.534800
0.799000,0.129588,2.572921
0.800000,0.123807,2.583600
0.801000,0.128154,2.578836
0.802000,0.130190,2.566057
0.803000,0.124756,2.572857
0.804000,0.127940,2.550013
0.805000,0.134262,2.556026
0.806000,0.128452,2.561860
0.807000,0.129905,2.576295
0.808000,0.132577,2.571292
0.809000,0.130266,2.558186
0.810000,0.129570,2.560180
0.811000,0.134491,2.569049
0.812000,0.133879,2.573955
0.813000,0.126609,2.569178
0.814000,0.131157,2.573554
0.815000,0.132321,2.534361
0.816000,0.125178,2.560194
0.817000,0.131841,2.573570
0.818000,0.128610,2.564975
0.819000,0.131077,2.570420
0.820000,0.130646,2.568332
0.821000,0.133497,2.555743
0.822000,0.126812,2.556169
0.823000,0.127941,2.559114
0.824000,0.123691,2.565480
0.825000,0.134604,2.550726
0.826000,0.130734,2.543377
0.827000,0.129884,2.561921
0.828000,0.139306,2.575337
0.829000,0.126156,2.545552
0.830000,0.122931,2.563169
0.831000,0.128335,2.575824
0.832000,0.134589,2.547821
0.833000,0.123877,2.580636
0.834000,0.126045,2.545158
0.835000,0.128098,2.564474
0.836000,0.124018,2.565033
0.837000,0.130697,2.554802
0.838000,0.130328,2.551240
0.839000,0.133778,2.584788
0.840000,0.128905,2.576677
0.841000,0.123903,2.566579
0.842000,0.129130,2.589818
0.843000,0.121947,2.574761
0.844000,0.126874,2.575962
0.845000,0.126597,2.570939
0.846000,0.129655,2.567288
0.847000,0.129833,2.566062
0.848000,0.128058,2.550359
0.849000,0.129653,2.602378
0.850000,0.128908,2.567410
0.851000,0.129749,2.551784
0.852000,0.127774,2.547162
0.853000,0.126719,2.539450
0.854000,0.127321,2.574213
0.855000,0.128285,2.584685
0.856000,0.136524,2.568288
0.857000,0.131363,2.553781
0.858000,0.127844,2.586590
0.859000,0.123159,2.530176
0.860000,0.126770,2.566476
0.861000,0.130402,2.582973
0.862000,0.125266,2.568318
0.863000,0.127584,2.586015
0.864000,0.130536,2.575299
0.865000,0.129426,2.542503
0.866000,0.127027,2.564142
0.867000,0.130156,2.567576
0.868000,0.131421,2.584030
0.869000,0.131876,2.547115
0.870000,0.129131,2.581051
0.871000,0.124186,2.589462
0.872000,0.131794,2.551522
0.873000,0.130341,2.563713
0.874000,0.127593,2.568708
0.875000,0.128514,2.550170
0.876000,0.129811,2.533385
0.877000,0.129003,2.582215
0.878000,0.127811,2.555072
0.879000,0.125368,2.569869
0.880000,0.128269,2.558956
0.881000,0.127689,2.564009
0.882000,0.132277,2.543824
0.883000,0.128496,2.584047
0.884000,0.125099,2.556584
0.885000,0.131013,2.563464
0.886000,0.130147,2.565556
0.887000,0.127744,2.567878
0.888000,0.122112,2.579968
0.889000,0.127011,2.582101
0.890000,0.128482,2.594719
0.891000,0.131364,2.554386
0.892000,0.124024,2.577087
0.893000,0.130710,2.553508
0.894000,0.126020,2.564507
0.895000,0.123761,2.580200
0.896000,0.133072,2.551616
0.897000,0.124182,2.587504
0.898000,0.134181,2.598486
0.899000,0.132049,2.570868
0.900000,0.127863,2.557038
0.901000,0.127728,2.567498
0.902000,0.128740,2.573641
0.903000,0.129634,2.572215
0.904000,0.121963,2.556162
0.905000,0.122606,2.549955
0.906000,0.133317,2.538971
0.907000,0.130507,2.547378
0.908000,0.129719,2.546675
0.909000,0.127546,2.528855
0.910000,0.131314,2.540459
0.911000,0.127116,2.585286
0.912000,0.126232,2.567204
0.913000,0.134443,2.565666
0.914000,0.130452,2.525338
0.915000,0.128549,2.541780
0.916000,0.124481,2.565797
0.917000,0.126647,2.552003
0.918000,0.124948,2.548344
0.919000,0.127390,2.578261
0.920000,0.128370,2.531719
0.921000,0.128014,2.561125
0.922000,0.130375,2.546273
0.923000,0.125241,2.561832
0.924000,0.133387,2.576458
0.925000,0.126280,2.583139
0.926000,0.128484,2.560475
0.927000,0.125651,2.573566
0.928000,0.125209,2.565348
0.929000,0.130857,2.533899
0.930000,0.129162,2.538224
