# time_s,loadcell_V,current_V
0.133000,0.089421,2.522291
0.134000,0.087348,2.516618
0.135000,0.089776,2.512498
0.136000,0.087689,2.517988
0.137000,0.088369,2.543937
0.138000,0.090274,2.516537
0.139000,0.092111,2.535789
0.140000,0.090368,2.533582
0.141000,0.091195,2.518373
0.142000,0.091890,2.512120
0.143000,0.087571,2.532821
0.144000,0.087252,2.528080
0.145000,0.079730,2.516521
0.146000,0.094838,2.497749
0.147000,0.089998,2.502256
0.148000,0.090922,2.510895
0.149000,0.088835,2.524637
0.150000,0.093660,2.497645
0.151000,0.089106,2.518249
0.152000,0.095504,2.515255
0.153000,0.088495,2.502779
0.154000,0.088836,2.505365
0.155000,0.081909,2.505323
0.156000,0.087360,2.525476
0.157000,0.091886,2.509548
0.158000,0.089878,2.530652
0.159000,0.094373,2.511938
0.160000,0.097483,2.503287
0.161000,0.092817,2.506154
0.162000,0.088341,2.517129
0.163000,0.085885,2.510195
0.164000,0.086490,2.536422
0.165000,0.089492,2.525030
0.166000,0.093248,2.553767
0.167000,0.090153,2.513633
0.168000,0.088191,2.515291
0.169000,0.086268,2.519302
0.170000,0.088945,2.524507
0.171000,0.089390,2.518334
0.172000,0.087977,2.500957
0.173000,0.086974,2.510777
0.174000,0.088661,2.517482
0.175000,0.091021,2.554187
0.176000,0.094006,2.531920
0.177000,0.092958,2.516688
0.178000,0.090235,2.511529
0.179000,0.087387,2.548054
0.180000,0.090722,2.505530
0.181000,0.094107,2.499429
0.182000,0.090995,2.530033
0.183000,0.093424,2.489523
0.184000,0.091733,2.529880
0.185000,0.088578,2.518143
0.186000,0.088849,2.506731
0.187000,0.091580,2.526071
0.188000,0.093766,2.529465
0.189000,0.087817,2.506558
0.190000,0.088828,2.501276
0.191000,0.084772,2.536190
0.192000,0.088993,2.526308
0.193000,0.086774,2.518799
0.194000,0.090692,2.524725
0.195000,0.087541,2.499403
0.196000,0.091146,2.503459
0.197000,0.090113,2.507975
0.198000,0.085238,2.535037
0.199000,0.087142,2.531429
0.200000,0.083389,2.533908
0.201000,0.087783,2.498651
0.202000,0.091184,2.537556
0.203000,0.094263,2.489134
0.204000,0.091608,2.523010
0.205000,0.086925,2.503169
0.206000,0.085657,2.495503
0.207000,0.086691,2.523177
0.208000,0.088277,2.511856
0.209000,0.089368,2.506367
0.210000,0.090274,2.505849
0.211000,0.088097,2.543649
0.212000,0.087460,2.527003
0.213000,0.087343,2.526836
0.214000,0.084376,2.520843
0.215000,0.091136,2.506393
0.216000,0.089123,2.516631
0.217000,0.094189,2.515598
0.218000,0.090767,2.546544
0.219000,0.091421,2.545088
0.220000,0.094294,2.528616
0.221000,0.097259,2.521774
0.222000,0.085881,2.505318
0.223000,0.084444,2.502746
0.224000,0.087671,2.514003
0.225000,0.088284,2.537594
0.226000,0.092109,2.530455
0.227000,0.092257,2.519100
0.228000,0.092480,2.512667
0.229000,0.090394,2.530316
0.230000,0.086563,2.516571
0.231000,0.089050,2.528231
0.232000,0.089605,2.498649
0.233000,0.085913,2.481424
0.234000,0.097599,2.522556
0.235000,0.079823,2.490778
0.236000,0.089427,2.523557
0.237000,0.090324,2.522791
0.238000,0.090500,2.514930
0.239000,0.086477,2.500770
0.240000,0.094960,2.505374
0.241000,0.091495,2.526518
0.242000,0.088230,2.536001
0.243000,0.089069,2.531097
0.244000,0.089290,2.523148
0.245000,0.090454,2.512719
0.246000,0.087862,2.508382
0.247000,0.088305,2.509629
0.248000,0.084641,2.528103
0.249000,0.089532,2.522107
0.250000,0.095919,2.522714
0.251000,0.091131,2.499774
0.252000,0.091960,2.501334
0.253000,0.087037,2.535871
0.254000,0.092712,2.498743
0.255000,0.087932,2.510492
0.256000,0.093353,2.515708
0.257000,0.083683,2.513542
0.258000,0.089364,2.506279
0.259000,0.087512,2.536970
0.260000,0.087899,2.517627
0.261000,0.090877,2.519928
0.262000,0.092348,2.550762
0.263000,0.091130,2.530102
0.264000,0.087008,2.483285
0.265000,0.081944,2.525550
0.266000,0.088768,2.497997
0.267000,0.086337,2.516234
0.268000,0.092189,2.497495
0.269000,0.089636,2.542192
0.270000,0.089000,2.501070
0.271000,0.088438,2.530469
0.272000,0.083473,2.516247
0.273000,0.090143,2.529773
0.274000,0.090208,2.521639
0.275000,0.087712,2.508405
0.276000,0.094090,2.528186
0.277000,0.095300,2.529356
0.278000,0.087857,2.528656
0.279000,0.088813,2.519718
0.280000,0.088119,2.544198
0.281000,0.086584,2.494970
0.282000,0.090859,2.528950
0.283000,0.086785,2.532003
0.284000,0.086685,2.530028
0.285000,0.095110,2.544054
0.286000,0.087910,2.537649
0.287000,0.087873,2.527580
0.288000,0.084052,2.514564
0.289000,0.083647,2.521807
0.290000,0.086622,2.512988
0.291000,0.085842,2.513294
0.292000,0.088305,2.513855
0.293000,0.088501,2.529868
0.294000,0.094299,2.524500
0.295000,0.086691,2.542402
0.296000,0.087832,2.498652
0.297000,0.087473,2.513890
0.298000,0.088227,2.513498
0.299000,0.089876,2.524606
0.300000,0.085490,2.536015
0.301000,0.086711,2.497360
0.302000,0.089636,2.525284
0.303000,0.089566,2.492148
0.304000,0.086684,2.497287
0.305000,0.091009,2.532710
0.306000,0.090037,2.542810
0.307000,0.092043,2.521761
0.308000,0.089371,2.532774
0.309000,0.093559,2.524327
0.310000,0.087650,2.511605
0.311000,0.090390,2.528570
0.312000,0.088627,2.547591
0.313000,0.087326,2.500237
0.314000,0.086997,2.500409
0.315000,0.088997,2.540788
0.316000,0.087309,2.532649
0.317000,0.091418,2.519116
0.318000,0.089180,2.524444
0.319000,0.086119,2.520519
0.320000,0.096062,2.501597
0.321000,0.092700,2.532585
0.322000,0.087139,2.537830
0.323000,0.088612,2.495357
0.324000,0.094585,2.536232
0.325000,0.089659,2.524894
0.326000,0.095315,2.513426
0.327000,0.087476,2.557022
0.328000,0.093190,2.526089
0.329000,0.088280,2.536137
0.330000,0.088500,2.474544
0.331000,0.092006,2.524564
0.332000,0.086864,2.505413
0.333000,0.088845,2.515149
0.334000,0.087632,2.522788
0.335000,0.084913,2.509424
0.336000,0.090891,2.504419
0.337000,0.092146,2.552713
0.338000,0.089224,2.504748
0.339000,0.089179,2.489351
0.340000,0.092819,2.489916
0.341000,0.088968,2.533300
0.342000,0.085672,2.524084
0.343000,0.087084,2.508873
0.344000,0.089107,2.532627
0.345000,0.086599,2.513628
0.346000,0.080950,2.504445
0.347000,0.089849,2.526340
0.348000,0.086380,2.519638
0.349000,0.087344,2.511675
0.350000,0.089881,2.520520
0.351000,0.082145,2.519086
0.352000,0.089711,2.516594
0.353000,0.086898,2.534407
0.354000,0.086691,2.518510
0.355000,0.087795,2.546103
0.356000,0.089509,2.484286
0.357000,0.090102,2.550882
0.358000,0.091671,2.525966
0.359000,0.091590,2.524618
0.360000,0.095352,2.514963
0.361000,0.093428,2.534778
0.362000,0.089541,2.540564
0.363000,0.088079,2.530566
0.364000,0.090491,2.499559
0.365000,0.086484,2.538890
0.366000,0.088644,2.518671
0.367000,0.090495,2.508205
0.368000,0.091609,2.531555
0.369000,0.090466,2.513476
0.370000,0.089761,2.524478
0.371000,0.088402,2.540057
0.372000,0.094078,2.524212
0.373000,0.084941,2.512154
0.374000,0.090731,2.512949
0.375000,0.090087,2.515038
0.376000,0.091226,2.506272
0.377000,0.092592,2.521106
0.378000,0.094657,2.532825
0.379000,0.085642,2.491485
0.380000,0.090104,2.523160
0.381000,0.093783,2.550744
0.382000,0.087764,2.537389
0.383000,0.088531,2.531249
0.384000,0.085327,2.493374
0.385000,0.091607,2.535576
0.386000,0.089996,2.510182
0.387000,0.087606,2.535406
0.388000,0.085699,2.512818
0.389000,0.093761,2.512271
0.390000,0.096369,2.484710
0.391000,0.089550,2.519744
0.392000,0.089456,2.529863
0.393000,0.087763,2.512976
0.394000,0.089310,2.513536
0.395000,0.094529,2.506178
0.396000,0.093083,2.522937
0.397000,0.085230,2.530023
0.398000,0.090032,2.527268
0.399000,0.085873,2.523370
0.400000,0.083568,2.498517
0.401000,0.085367,2.543256
0.402000,0.089025,2.526090
0.403000,0.091021,2.537539
0.404000,0.088429,2.539220
0.405000,0.089235,2.562463
0.406000,0.089886,2.546341
0.407000,0.086222,2.510471
0.408000,0.092265,2.515125
0.409000,0.091284,2.511460
0.410000,0.091731,2.523136
0.411000,0.086958,2.505362
0.412000,0.088654,2.523030
0.413000,0.092590,2.500736
0.414000,0.089011,2.508643
0.415000,0.097187,2.537284
0.416000,0.091469,2.529931
0.417000,0.087380,2.505299
0.418000,0.092531,2.485389
0.419000,0.089563,2.498974
0.420000,0.085822,2.538983
0.421000,0.087650,2.507911
0.422000,0.091370,2.539854
0.423000,0.089693,2.495369
0.424000,0.087699,2.525882
0.425000,0.090289,2.487098
0.426000,0.089998,2.502223
0.427000,0.087290,2.509957
0.428000,0.092061,2.507623
0.429000,0.088383,2.519908
0.430000,0.093000,2.544486
0.431000,0.091726,2.534571
0.432000,0.088746,2.514428
0.433000,0.086420,2.548751
0.434000,0.095606,2.528004
0.435000,0.086097,2.528468
0.436000,0.088961,2.501768
0.437000,0.097219,2.516258
0.438000,0.091213,2.519985
0.439000,0.092342,2.503645
0.440000,0.093162,2.520825
0.441000,0.089327,2.485612
0.442000,0.091569,2.533881
0.443000,0.089527,2.497037
0.444000,0.088029,2.494964
0.445000,0.089168,2.509250
0.446000,0.092779,2.531538
0.447000,0.085320,2.511238
0.448000,0.095040,2.528984
0.449000,0.093293,2.528047
0.450000,0.090028,2.515328
0.451000,0.095024,2.513851
0.452000,0.094226,2.524711
0.453000,0.091039,2.521075
0.454000,0.090352,2.529440
0.455000,0.089157,2.538054
0.456000,0.086751,2.529449
0.457000,0.090473,2.512177
0.458000,0.086513,2.523181
0.459000,0.089160,2.530990
0.460000,0.085554,2.496942
0.461000,0.087207,2.512313
0.462000,0.088705,2.515862
0.463000,0.091109,2.512798
0.464000,0.087926,2.524241
0.465000,0.090131,2.501254
0.466000,0.088651,2.517864
0.467000,0.092720,2.505609
0.468000,0.091700,2.518696
0.469000,0.089267,2.515974
0.470000,0.091578,2.536455
0.471000,0.089408,2.516762
0.472000,0.086067,2.519881
0.473000,0.093183,2.493989
0.474000,0.088155,2.519762
0.475000,0.087053,2.484966
0.476000,0.086595,2.495012
0.477000,0.088890,2.515526
0.478000,0.088507,2.535491
0.479000,0.088228,2.508302
0.480000,0.089937,2.516914
0.481000,0.084912,2.526615
0.482000,0.090125,2.535548
0.483000,0.086196,2.522749
0.484000,0.090851,2.526203
0.485000,0.088895,2.545892
0.486000,0.089308,2.537411
0.487000,0.094192,2.505095
0.488000,0.090801,2.483267
0.489000,0.083768,2.511004
0.490000,0.095970,2.525067
0.491000,0.093103,2.495474
0.492000,0.090372,2.528318
0.493000,0.092432,2.521251
0.494000,0.092510,2.520406
0.495000,0.092216,2.513243
0.496000,0.080446,2.538480
0.497000,0.087454,2.542650
0.498000,0.087183,2.513625
0.499000,0.088868,2.519795
0.500000,0.090591,2.541483
0.501000,0.093309,2.521330
0.502000,0.089678,2.512727
0.503000,0.091235,2.513865
0.504000,0.091847,2.500397
0.505000,0.087736,2.524616
0.506000,0.087932,2.545348
0.507000,0.085211,2.540737
0.508000,0.093811,2.516810
0.509000,0.093606,2.541712
0.510000,0.089913,2.516833
0.511000,0.087812,2.535919
0.512000,0.093356,2.540441
0.513000,0.087016,2.545949
0.514000,0.085406,2.507364
0.515000,0.089290,2.529866
0.516000,0.093010,2.500665
0.517000,0.095579,2.523235
0.518000,0.090604,2.562755
0.519000,0.089907,2.525242
0.520000,0.092069,2.514763
0.521000,0.086651,2.521618
0.522000,0.088120,2.518539
0.523000,0.091137,2.502036
0.524000,0.091033,2.526609
0.525000,0.082998,2.499334
0.526000,0.089414,2.530742
0.527000,0.088927,2.544465
0.528000,0.087492,2.504984
0.529000,0.088627,2.519708
0.530000,0.088721,2.541470
0.531000,0.091393,2.506791
0.532000,0.088066,2.491786
0.533000,0.087559,2.513989
0.534000,0.090959,2.520775
0.535000,0.088755,2.547850
0.536000,0.089539,2.516599
0.537000,0.086975,2.510102
0.538000,0.086700,2.545894
0.539000,0.090041,2.490151
0.540000,0.088979,2.503554
0.541000,0.085212,2.526557
0.542000,0.091257,2.520384
0.543000,0.088630,2.518314
0.544000,0.083934,2.553501
0.545000,0.088725,2.536104
0.546000,0.087459,2.506002
0.547000,0.089420,2.531286
0.548000,0.090297,2.527782
0.549000,0.085331,2.533635
0.550000,0.088860,2.516499
0.551000,0.090091,2.512308
0.552000,0.082569,2.522191
0.553000,0.087893,2.529211
0.554000,0.090301,2.508326
0.555000,0.090766,2.515439
0.556000,0.089285,2.506954
0.557000,0.086348,2.531193
0.558000,0.086674,2.505630
0.559000,0.082470,2.518693
0.560000,0.089450,2.519743
0.561000,0.092488,2.522532
0.562000,0.083515,2.491750
0.563000,0.093830,2.527000
0.564000,0.090559,2.515687
0.565000,0.090721,2.537270
0.566000,0.091161,2.543019
0.567000,0.084905,2.530365
0.568000,0.092175,2.525046
0.569000,0.085861,2.512906
0.570000,0.091275,2.487358
0.571000,0.090304,2.514785
0.572000,0.092177,2.528189
0.573000,0.090097,2.510430
0.574000,0.090415,2.535989
0.575000,0.092907,2.503506
0.576000,0.083515,2.522797
0.577000,0.087976,2.526433
0.578000,0.091200,2.532970
0.579000,0.094782,2.518841
0.580000,0.089980,2.536822
0.581000,0.088826,2.511084
0.582000,0.083287,2.527025
0.583000,0.087587,2.513521
0.584000,0.089189,2.525577
0.585000,0.087429,2.540065
0.586000,0.096615,2.513237
0.587000,0.091990,2.519168
0.588000,0.086564,2.495374
0.589000,0.088094,2.522782
0.590000,0.088570,2.515556
0.591000,0.091031,2.509693
0.592000,0.084639,2.526137
0.593000,0.087464,2.490871
0.594000,0.092316,2.522487
0.595000,0.091031,2.526690
0.596000,0.094515,2.547783
0.597000,0.093313,2.516019
0.598000,0.087848,2.521565
0.599000,0.088820,2.530277
0.600000,0.086646,2.558055
0.601000,0.092842,2.519188
0.602000,0.088099,2.523486
0.603000,0.085821,2.510311
0.604000,0.087032,2.519297
0.605000,0.087230,2.500186
0.606000,0.090017,2.468998
0.607000,0.086094,2.520473
0.608000,0.088199,2.526027
0.609000,0.089213,2.525154
0.610000,0.091512,2.516303
0.611000,0.088772,2.513484
0.612000,0.091477,2.516891
0.613000,0.091235,2.503570
0.614000,0.091334,2.519667
0.615000,0.086837,2.528296
0.616000,0.085769,2.499978
0.617000,0.092212,2.504999
0.618000,0.086957,2.504831
0.619000,0.088309,2.520335
0.620000,0.089044,2.527499
0.621000,0.084588,2.523461
0.622000,0.095265,2.536967
0.623000,0.090766,2.521955
0.624000,0.091671,2.563460
0.625000,0.096563,2.516360
0.626000,0.091671,2.487507
0.627000,0.089519,2.522500
0.628000,0.089935,2.514377
0.629000,0.094392,2.521296
0.630000,0.089293,2.530913
0.631000,0.086093,2.506355
0.632000,0.087591,2.550697
0.633000,0.095241,2.505964
0.634000,0.088303,2.503478
0.635000,0.092950,2.532896
0.636000,0.088798,2.499899
0.637000,0.089648,2.522706
0.638000,0.090394,2.532593
0.639000,0.084693,2.532597
0.640000,0.094014,2.498451
0.641000,0.084308,2.509583
0.642000,0.088025,2.485595
0.643000,0.085292,2.515020
0.644000,0.087515,2.513897
0.645000,0.096727,2.505022
0.646000,0.093368,2.529396
0.647000,0.092435,2.534881
0.648000,0.089685,2.538078
0.649000,0.085090,2.521341
0.650000,0.082053,2.504677
0.651000,0.093833,2.540278
0.652000,0.087585,2.500962
0.653000,0.092863,2.524144
0.654000,0.091803,2.518796
0.655000,0.086632,2.514016
0.656000,0.085100,2.527761
0.657000,0.091434,2.504104
0.658000,0.088363,2.533217
0.659000,0.090170,2.509556
0.660000,0.089622,2.526191
0.661000,0.084561,2.522691
0.662000,0.089724,2.514714
0.663000,0.089329,2.533861
0.664000,0.088880,2.506309
0.665000,0.090846,2.526210
0.666000,0.094160,2.543332
0.667000,0.084405,2.502055
0.668000,0.092242,2.491108
0.669000,0.091005,2.545704
0.670000,0.086902,2.526806
0.671000,0.089484,2.509067
0.672000,0.092096,2.533179
0.673000,0.088339,2.525879
0.674000,0.092591,2.516922
0.675000,0.092827,2.509908
0.676000,0.086224,2.547233
0.677000,0.092501,2.506406
0.678000,0.094681,2.510570
0.679000,0.088737,2.518536
0.680000,0.094376,2.501373
0.681000,0.089083,2.502372
0.682000,0.089521,2.514209
0.683000,0.088934,2.518839
0.684000,0.092693,2.508642
0.685000,0.087609,2.518676
0.686000,0.087021,2.546966
0.687000,0.085696,2.527375
0.688000,0.086882,2.527785
0.689000,0.088318,2.519060
0.690000,0.089811,2.526896
0.691000,0.087417,2.510741
0.692000,0.085932,2.525959
0.693000,0.091744,2.516397
0.694000,0.091995,2.485001
0.695000,0.084624,2.523519
0.696000,0.089754,2.496610
0.697000,0.095278,2.516383
0.698000,0.091283,2.516049
0.699000,0.088467,2.533057
0.700000,0.087654,2.512669
0.701000,0.088827,2.509209
0.702000,0.088864,2.497114
0.703000,0.089260,2.530146
0.704000,0.096380,2.529291
0.705000,0.089404,2.548057
0.706000,0.089330,2.506406
0.707000,0.087567,2.526929
0.708000,0.087972,2.533099
0.709000,0.089577,2.539376
0.710000,0.085893,2.533086
0.711000,0.089379,2.515715
0.712000,0.090426,2.514645
0.713000,0.089266,2.523636
0.714000,0.088052,2.522071
0.715000,0.090067,2.524073
0.716000,0.087649,2.516114
0.717000,0.090307,2.541615
0.718000,0.090230,2.532825
0.719000,0.093116,2.520082
0.720000,0.090810,2.524423
0.721000,0.091033,2.511157
0.722000,0.091365,2.539245
0.723000,0.087010,2.522600
0.724000,0.091081,2.499426
0.725000,0.086463,2.540002
0.726000,0.084803,2.539487
0.727000,0.086564,2.525719
0.728000,0.087546,2.535131
0.729000,0.088348,2.527399
0.730000,0.089751,2.538755
0.731000,0.087393,2.520842
0.732000,0.089781,2.541081
0.733000,0.087236,2.511440
0.734000,0.084864,2.520432
0.735000,0.091545,2.541818
0.736000,0.087210,2.497942
0.737000,0.090994,2.544518
0.738000,0.093326,2.527162
0.739000,0.086895,2.513543
0.740000,0.090091,2.514771
0.741000,0.083907,2.513628
0.742000,0.088049,2.516707
0.743000,0.088578,2.535606
0.744000,0.085470,2.511990
0.745000,0.091366,2.514525
0.746000,0.092258,2.522320
0.747000,0.087469,2.510266
0.748000,0.088145,2.508328
0.749000,0.090270,2.519019
0.750000,0.094383,2.515055
0.751000,0.087932,2.518507
0.752000,0.091425,2.510495
0.753000,0.089594,2.486171
0.754000,0.086528,2.511359
0.755000,0.090051,2.489843
0.756000,0.090566,2.528103
0.757000,0.089999,2.509355
0.758000,0.087000,2.512841
0.759000,0.088271,2.523750
0.760000,0.089767,2.502707
0.761000,0.090324,2.530084
0.762000,0.092875,2.528926
0.763000,0.087889,2.516098
0.764000,0.089219,2.524810
0.765000,0.089683,2.524116
0.766000,0.091623,2.526041
0.767000,0.093501,2.517754
0.768000,0.087851,2.526592
0.769000,0.090429,2.505921
0.770000,0.093609,2.523673
0.771000,0.087137,2.511984
0.772000,0.087723,2.523924
0.773000,0.086793,2.535475
0.774000,0.088562,2.512641
0.775000,0.087948,2.510335
0.776000,0.090785,2.503751
0.777000,0.091307,2.527118
0.778000,0.084619,2.522279
0.779000,0.090087,2.505598
0.780000,0.093240,2.532606
0.781000,0.084985,2.482405
0.782000,0.090957,2.515279
0.783000,0.088319,2.537875
0.784000,0.093281,2.499564
0.785000,0.089699,2.543533
0.786000,0.089568,2.527176
0.787000,0.087936,2.510409
0.788000,0.089062,2.537644
0.789000,0.090227,2.504562
0.790000,0.093488,2.544317
0.791000,0.089005,2.499402
0.792000,0.095817,2.536581
0.793000,0.084677,2.545492
0.794000,0.087899,2.522691
0.795000,0.090677,2.513584
0.796000,0.089145,2.523307
0.797000,0.093431,2.512296
0.798000,0.088766,2.512155
0.799000,0.092141,2.491320
0.800000,0.092181,2.545397
0.801000,0.085810,2.516800
0.802000,0.087485,2.548357
0.803000,0.090338,2.532728
0.804000,0.088195,2.538462
0.805000,0.087326,2.514487
0.806000,0.085637,2.519031
0.807000,0.092273,2.516696
0.808000,0.092856,2.524784
0.809000,0.089219,2.513869
0.810000,0.097194,2.526874
0.811000,0.086460,2.531020
0.812000,0.088229,2.515267
0.813000,0.089359,2.538043
0.814000,0.087409,2.531604
0.815000,0.095636,2.499931
0.816000,0.088962,2.517321
0.817000,0.088374,2.517938
0.818000,0.090047,2.509277
0.819000,0.089427,2.512557
0.820000,0.089060,2.512615
0.821000,0.086999,2.524318
0.822000,0.087206,2.527876
0.823000,0.090529,2.540311
0.824000,0.090215,2.527378
0.825000,0.093986,2.537150
0.826000,0.087689,2.555055
0.827000,0.084704,2.527740
0.828000,0.087475,2.540448
0.829000,0.087711,2.528161
0.830000,0.087840,2.559388
0.831000,0.088840,2.491817
0.832000,0.090660,2.532436
0.833000,0.092089,2.526153
0.834000,0.087525,2.519859
0.835000,0.092534,2.505876
0.836000,0.087795,2.522152
0.837000,0.086006,2.534832
0.838000,0.091039,2.528157
0.839000,0.088961,2.519863
0.840000,0.084287,2.517593
0.841000,0.090613,2.516715
0.842000,0.087246,2.532059
0.843000,0.090621,2.539703
0.844000,0.091989,2.517492
0.845000,0.087345,2.539811
0.846000,0.093569,2.536438
0.847000,0.088659,2.536728
0.848000,0.092911,2.525341
0.849000,0.088168,2.514405
0.850000,0.088022,2.531331
0.851000,0.088836,2.506259
0.852000,0.084631,2.508217
0.853000,0.093493,2.524940
0.854000,0.087436,2.537450
0.855000,0.090390,2.517021
0.856000,0.087723,2.507573
0.857000,0.093815,2.517457
0.858000,0.085902,2.505239
0.859000,0.091366,2.490771
0.860000,0.088650,2.538471
0.861000,0.091672,2.519509
0.862000,0.089001,2.509970
0.863000,0.085577,2.518862
0.864000,0.090288,2.523459
0.865000,0.085671,2.532551
0.866000,0.083352,2.509556
0.867000,0.091703,2.530181
0.868000,0.091066,2.526787
0.869000,0.087504,2.501791
0.870000,0.094325,2.517207
0.871000,0.093729,2.502588
0.872000,0.091407,2.514791
0.873000,0.091812,2.529572
0.874000,0.097168,2.495492
0.875000,0.087786,2.538619
0.876000,0.085805,2.522165
0.877000,0.091706,2.548713
0.878000,0.086609,2.517230
0.879000,0.087384,2.536442
0.880000,0.090302,2.500929
0.881000,0.087079,2.531524
0.882000,0.093525,2.512761
0.883000,0.093438,2.492867
0.884000,0.086892,2.510070
0.885000,0.093994,2.505798
0.886000,0.087768,2.543723
0.887000,0.092880,2.544810
0.888000,0.091742,2.574665
0.889000,0.093254,2.502192
0.890000,0.092146,2.514100
0.891000,0.087392,2.530049
0.892000,0.091110,2.514092
0.893000,0.088318,2.539022
0.894000,0.089550,2.521196
0.895000,0.088570,2.513269
0.896000,0.086730,2.524279
0.897000,0.090534,2.507621
0.898000,0.084111,2.514637
0.899000,0.088371,2.512745
0.900000,0.090816,2.530774
0.901000,0.085568,2.521209
0.902000,0.090734,2.547759
0.903000,0.090179,2.534653
0.904000,0.087691,2.472236
0.905000,0.089056,2.515545
0.906000,0.090699,2.525009
0.907000,0.087679,2.531644
0.908000,0.092041,2.519784
0.909000,0.088270,2.526031
0.910000,0.089247,2.527042
0.911000,0.091079,2.514711
0.912000,0.090432,2.541520
0.913000,0.094251,2.541481
0.914000,0.084496,2.517107
0.915000,0.092511,2.532434
0.916000,0.087503,2.526338
0.917000,0.086215,2.509262
0.918000,0.086465,2.500477
0.919000,0.091820,2.498880
0.920000,0.092329,2.541306
0.921000,0.088065,2.501734
0.922000,0.088555,2.530597
0.923000,0.087510,2.530343
0.924000,0.096347,2.512137
0.925000,0.093134,2.516839
0.926000,0.089502,2.519877
0.927000,0.089369,2.532483
0.928000,0.088048,2.528085
0.929000,0.087930,2.540996
0.930000,0.091613,2.531415
